text,label
ive experiencing dizziness shakiness well loss attention span ability concentrate,9
neck tense ive feeling like muscles incredibly weak trouble moving since joints enlarged walk quite painful,1
rashes skin irritations especially crevices skin skin bruises cuts also take long time heal,19
muscles really weak neck extremely stiff joints swollen making difficult move walking excruciatingly uncomfortable,1
feel though acid food backing throat chest hurts lying makes worse eating frequently heartburn indigestion throw,21
body itching terribly red spots everywhere patches also differ tone natural complexion lumps pimples appeared skin,8
ive coughing lot finding difficult breathe throat hurts feel like lot phlegm trapped chest nose running lot ive feeling really congested,5
experiencing skin rash arms legs torso past weeks red itchy covered dry scaly patches,15
cant stop sneezing feel really tired crummy throat really sore lot gunky stuff nose throat neck feels swollen puffy,5
ive itchy throwing ive lost weight also really exhausted skin become yellow severe temperature stomach also hurting,11
ive trouble going bathroom really hard go hurts anus really sore bleeding go really painful im really uncomfortable,7
body itches rashes back chest skin flaky sometimes commonly results body marks,20
rashes skin flake time time leaves prone infection fingers start twitching sometimes experience tremors,20
ive mild fever past days starting worry fever accompanied severe headache feel weak lethargic,4
constipation discomfort bowel motions anus pain recently bothering anus quite inflamed stool extremely bloody,7
experiencing lot nausea vomiting quite difficult eat anything ive entirely lost appetite result become quite weak,16
ive experiencing shortness breath persistent cough high fever ive also producing lot thick mucoid sputum im feeling drained exhausted hard deal,2
ive feeling really weak muscles lately neck really stiff joints swollen hard move around also painful walk,1
rash legs giving lot pain appears cramp see visible veins calf,17
im suffering intense itching chills vomiting high fever ive also sweating lot headache nausea muscle pain also bothering,12
high fever mild headache im tired time completely lost appetite,4
experiencing digestive issues including acidity indigestion well frequent headaches impaired vision excessive hunger stiff neck depression irritability visual disturbance,13
feeling fine day suddenly developed headache chest pain dizziness run hard maintain balance since,9
experiencing chills shivering despite warm environment back pains time red spots arms,6
skin around veins legs dry flaky seems major bruise legs started swell,17
vomiting diarrhea ive lot difficulties staying hydrated mild fever well stomach pain,16
raised lumps rash looks red inflamed discoloured areas skin different colours rest skin itching skin,8
ive scratchy stomach throwing also lost weight really exhausted high fever yellow skin well stomach pain,11
pretty irritating itch body skin also red bumpy areas ive also pimples resemble small balls spots different colour rest skin,8
together increased hunger sore neck anxiety irritation visual distortion ive also experiencing acid reflux indigestion frequent headaches impaired eyesight,13
constipation bowel movement discomfort common lately region surrounding anus ache lot anus really itchy stool bloody,7
always feel exhausted bad taste extremely scratchy throat also muscular pain heat entire body simply cramps occasionally,18
ive cough thats lingering days difficulty breathing fever skyhigh im feeling weak tired ive also producing lot mucus cough overwhelming deal symptoms im getting frustrated,2
ive getting lot bowel issues recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,7
ive really itchy lately rashy spots skin also areas dont look like normal color skin ive bumps kind hard,8
along headache chest pain also experienced fainting balance issues additionally ive discovered hard focus,9
small red spots body cant explain bumps itchy uncomfortable seem spread rapidly worrying,4
genital skin red irritated frequently irritating burning unpleasant also rashes various places body also strange pain joints,15
muscles quite weak neck really stiff joints swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable,1
small red spots body spots itchy uncomfortable also mild fever headache,4
extreme itchiness sickness exhaustion plaguing addition developed fever lost weight pee black ive developed yellow rash additionally ive stomach ache,11
red spots body cant explain spots itchy starting swell spreading rapidly,4
back discomfort breathing difficulty weakness limbs hurting issues vertigo losing balance neck hurts,3
swollen lymph nodes red spots body causing discomfort also mild fever feel tired time,4
muscles quite weak neck really stiff joints swollen making difficult move without becoming stiff walking quite uncomfortable well,1
feeling lightheaded unsteady feet also noticed decline ability focus concentrate,9
heartburn indigestion often vomit whatever eat difficultly swallowing food beacuse food gets stuck throat nagging pain upper abdomen,21
im lot trouble bowel movements lately hard go hurts anus really sore bleeding go really painful im really uncomfortable,7
overweight noticed legs swollen blood vessels visible usual swelling seems getting worse time,17
along chest pain dizziness ive headache seems like sharp pain forehead,9
morning realized major rash body lots pimples filled pus blackheads everywhere skin scurrying lot,0
rashes around nose well huge red sores rash spreading places body ive seen addition high temperature every night,10
sores face beginning weep clear fluid also every night get high fever chills sleep night,10
hello mom father recently ive felt incredibly worn cough wont go away fever really high breathing become shallow additionally ive coughing lot mucous thick sputum,2
developed diarrhea accompanied severe pain belly area dont feel like eating anything time mild headache,16
ive high fever chills intense itching addition headache perspiring lot muscles hurt lot feel sick,12
tendency belch burp frequently frequently get chest pain spreads arm jaw back neck pressure stress chest,21
doctor due high fever havent able breathe via nose mouth days feelinf tired please recommend medications,2
starting develop tiny red spots face neck area itches touch itching making day uncomfortable,4
arms face back red irritated frequently irritating unpleasant nails strange inflammation developed small dents never seen anything like,15
ive lot difficulty breathing feel like im constantly nauseous also mild belly pain terrifying times,16
mouth filled sour acidic flavour frequent belching burping upper abdomen felt pressed full past hours,22
ive noticing really nasty rash skin lately covered blackheads pimples packed pus skin also really scurrying,0
runny nose sneezing time eyes itchy often watery coughing time head hurts time,18
experiencing acidity indigestion meals well frequent headaches blurred vision,13
high fever chills severe itching addition headache perspiring lot ive also bothered nausea muscular ache,12
ive experiencing lot bowel movement issues recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,7
since ive constipated using restroom quite challenging go aches ive blood stool anus quite itchy irritating ive also experiencing discomfort butt,7
skin silvery film particularly back arms scalp dusting composed tiny scales easily peel scratched,15
often sneeze runny nose eyes scratchy frequently runny frequently cough head hurts constantly,18
skin irritated inflamed sometimes flake lips cheeks expand really unpleasant puffing occasionally headaches wet eyes,18
fever feel dizzy lightheaded heart beating fast feel confused able think clearing everything feels foggy,20
shopping started feeling headache chest pain dizziness hard focus concentrate tasks since,9
sinuses feel incredibly congested eyes continuously red constantly feel drained exhausted addition lot uncomfortable phlegm throat lymph nodes feel bloated breathing challenging,5
inadvertently lose weight hard time gaining back use antacids get rid pain discomfort experience aches much mouth,22
suffering back pain hacking cough weakness arms legs additionally neck hurts issues dizziness maintaining balance,3
cant stop coughing feel really cold sinuses blocked lot mucus chest hurts cant smell anything muscles also really sore,5
recently ive lot difficulty using restroom hurts lot ive noticed blood stool around anus ive also experiencing discomfort itching,7
vomiting experiencing accompanied stomach cramps dizziness lost apetite feel weak result pain behind eyes,6
difficulty maintianing concentration low mental clarity often forget things general difficulty remembering things,20
experiencing headache feels like sharp pain temples along chest pain dizziness,9
im drenched sweat cant seem catch breath throat clogged mucus im miserable heart racing chest aches im coughing brownish stringy mucus,14
lack energy feel like neck bloated eyes red throat feels scratchy severe congestion nostrils face pressure cant smell anything chest hurts,5
heartburn indigestion regularly throw everything eat swallowing difficult since food gets stuck throat im experiencing pain upper abdomen,21
little red spots body dont understand worries lost appetite every night exhausted severe headache,4
strange pain joints also noticed strange peeling skin different parts body afraid something wrong going body,15
doctor due high fever havent able breathe via nose mouth days feeling tiredsometimes mucus seen tooplease recommend medications,2
hunger appetite persistent ravenous periodically stomach may cramp spasm eating bloating gas makes quite uncomfortable,22
skin merely developed uninherited rash lot pusfilled pimples blackheads furthermore skin quite sensitive,0
recently pain calves constant becomes worse stand walk long periods time legs started swell also blood vessels quite noticeable,17
back hurts time arms neck rashes back eyes pain lot also fever making worried health,6
severe itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,11
vomiting ive followed stomach pains dizziness ive lost appetite result feel weak arms back neck pain time,6
im feeling bloated uneasy ive losing weight longer like eating occasionally get tarry black stools blood vomit,22
sinuses feel stuffy eyes quite red simply lack energy throat really scratchy along swelling lymph nodes ive also coughing lot phlegm,5
get skin irritations rashes especially skins crevices cuts bruises skin also take heal,19
experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance,13
persistent dry cough infections dont seem healing palpitations also problem sore throat seem go away,19
especially eating throat regularly feels like burning also occasionally get bitter sour aftertaste makes feel sick,21
bowel movements become constipated diarrheal often feel quite tired lack energy appetite,22
ive experiencing stiffness weakness neck muscles recently since joints grownup heavy behalf american state run whereas getting stiff additionally walking uncomfortable,1
constantly dry cough infections dont seem healing palpitations throat hurts occasionally appear get better,19
constantly sneeze dry cough infections dont seem healing palpitations throat ache occasionally usually gets better,19
ive suffering severe constipation lately whenever go restroom hurts lot aside anus really itchy ive observed blood stool,7
ive feeling awful lot congestion runny nose ive coughing lot lot chest pain fever really high ive experiencing severe muscular discomfort,5
always feel worn unpleasant taste mouth really itchy throat muscles also hot hurting sometimes whole body cramps,18
ive felt terribly weak drained ive also cough wont go away fever exceptionally high challenging try catch breath ive creating lot mucous cough,2
ive experiencing balance issues headache chest pain dizziness ive also realised im trouble focusing,9
eyes usually red runny nose always stuffy ive also difficulty breathing chest hurts addition cant smell anything muscles quite painful,5
im trouble breathing fever really high im drenched sweat shivering chill heart thumping rapidly im quite exhausted additionally im brownish phlegm,14
veins calves prominent causing lot discomforts swollen protrude skin,17
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,11
throat mouth dry ive also feeling hungry hungry sometimes feel quite exhausted,19
muscles feeling really weak neck extremely tight ive experiencing lot stiffness walk joints swollen walking also really uncomfortable,1
hey ive got dry cough trouble breathing high fever im producing lot mucus feeling quite weak exhausted,2
pain bladder getting,23
abdominal pain coming going really unpleasant accompanied constipation vomiting feel really concerned health,16
im really hard time catching breath im sweating lot feel really sick lot mucus throat chest hurts heart racing mucus im coughing dark looks like rust,14
get frequent urges urinate night little output lot pain urination urine coludy bloody sometime foul smelling get nauseous,23
pee looks cloudy storng foul smell frequently get urge urinate night getting high temperatures since symptoms strted showing,23
skin around veins legs dry flaky causing discomfort irritation also starting get frequent cramps,17
experiencing severe itching vomiting fatigue weight loss fever high skin turned yellow urine dark experiencing abdominal pain,11
im lot trouble constipation pain trying go bathroom hurts lot anus area around stool bloody anus really irritated,7
body shaking trembling senses taste smell gotten weaker feel exhausted occasionally palpitations rapid pulse,19
recently number concerning symptoms including dry cough impaired breathing high fever lot mucus also feel weak tired,2
suddenly experienced headache chest pain dizziness middle conference since challenging concentrate focus topic,9
rash skin spread parts body including chest abdomen itchy uncomfortable often worse night also facing skin peeling,15
feel quite weak lymph nodes enlarged eyes burning throat hurts sinuses strain nose stuffy cant smell anything chest hurts,5
feel nauseous chest pain recently experiencing chest pain feel uneasy often sweat profusely,20
skin acquired nasty rash full pusfilled pimples blackheads skin really sensitive well,0
ive trouble sleeping itching pain produced rash nails little dents really alarming moreover joints pain everyday idea causing,15
high fever swollen lymph nodes causing much discomfort headache feel weak fatigued hard concentrate fever,4
high temperature shortness breath sweating chills intense exhaustion ive feeling quite poorly ive coughing lot brownish phlegm pulse rate racing,14
recently horrible rash skin several blackheads pusfilled pimples skin also moving around lot,0
headache experiencing severe accompanied feeling pressure head mild fever along headache small red spots back,6
difficulty sleeping due abdominal pain discomfort loss appetite feel fatigued going bathroom feel tited time,22
cant seem catch breath im sweating lot feel really sick lot phlegm throat chest hurts heart racing mucus im coughing brownish stringy,14
sneeze lot nose running eyes ache damp frequently croak head hurts time,18
recently try walk stiffness stiff neck swollen joints muscular weakness walking also really uncomfortable,1
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,11
get breathing issues wheezing asthma symptoms regularly fevers headaches constantly feel worn,18
skin swollen itchy may occasionally flake hurts lot cheeks lips swell occasionally get headaches watery eyes puffing,18
back pain coughing cough numbness arms legs plaguing addition neck hurts ive trouble staying balanced without getting woozy,3
ive experienced severe itching chills nausea high fever besides headache im also perspiring lot ive terrible nausea muscle ache,12
stomach acid indigestion frequent headaches hazy distorted vision increased appetite stiff neck depression irritation visual distortion bothering,13
experiencing frequent headaches blurred vision excessive appetite sore neck sadness irritability digestive problems including indigestion acid reflux,13
feeling nauseous constant urge vomit strong pain behind eyes small red spots arms,6
skin really scratchy rashes body bumps quite firm well areas darker shade rest skin extremely unpleasant,8
starting rashes skin rash often bleeds scratch rub moreover noticed small dents nails,15
ive got cough wont go away im exhausted ive coughing thick mucous fever also pretty high,2
skin always itches occasionally becomes quite rough red addition occasionally get little pimples resemble tiny balls certain spots different colour rest skin severely irritates itches,8
get blood pee sometimes sometimes get nauseous whie peeing also bad smell pee sometimes get high temperatures nights help,23
back pain hacking cough numbness arms legs bothering addition neck hurts ive trouble staying balanced without getting lightheaded,3
longer want sex difficult regularly brain fog sense confusion,20
developing sores face nose area sure causing sores face swollen tender touch burning sensation redness skin,10
enlarged lymph nodes giving great deal pain rashes body sleep night,4
veins calves protruding quite unusually worried also overweight believe reason behind,17
muscles feeling really weak neck extremely tight swollen joints find difficult move without becoming stiff also really uncomfortable walk,1
skin peeling particularly knees elbows scalp peeling frequently accompanied stinging burning feeling,15
ive quite exhausted ill im sneezing nonstop quite cold head throbbing lack energy additionally high fever feel like fire,5
even dont anything acidic stomach constantly sour taste mouth frequently lump throat hiccups,21
back ache chronic cough limb weakness bothering troubles disorientation balance loss neck hurts,3
ive itchy throwing along losing weight im also really exhausted skin turned yellow fever high additionally get stomach ache dark urine,11
pain near pelvic region vomit lot sometimes blood pee almost foul smell urinei sometimes get headches trouble sleeping due,23
ive irritated depressed lately ive also noticed change vision,13
ive itching rashy patches skin recently also regions dont appear regular tone skin ive experienced painful bumps,8
fever really high im difficulty breathing im drenched sweat shivering chills im quite fatigued heart racing im also expecting brownish phlegm,14
ive suffering symptoms including headache chest pain dizziness losing balance trouble concentrating,9
sores around nose surrounded red inflamed skin rash caused skin become dry flaky visible yellow colored fluid coming sores,10
rashes around nose large red sores noticed rash spreading parts body also high fever every night,10
ive lot sleepiness cough refuses go away breathing difficulty ive coughing lot thick mucoid saliva high fever,2
ive feeling really ill lately ive persistent cough difficulty breathing fever charts im also feeling extremely exhausted ive producing lot mucus cough overwhelming deal symptoms,2
blood vessels legs quite visible give lot pain theyre large protrude skin unusual worried,17
recently ive felt quite weak exhausted ive also cough simply wont go away fever really high challenging catch breath ive making lot mucous cough,2
prominent blood vessels calves causing selfconsciousness embarrassment believe problem overweight,17
emotions fluctuate hard concentrate mind foggy foggy times making difficult perform even simple chores,19
high fever along severe headache fever accompanied extreme body pain chills worried health dont know,6
appetite decreased ive swallowing issues sore throat nose running,18
veins legs causing lot discomforts sit long periods time swollen protruding skin making painful noticeable,17
im trouble breathing really uncomfortable im sweating profusely lot mucus throat chest aches heart racing im coughing dark mucous,14
temperature feel pretty nauseous lightheaded heart pounding mind absolutely foggy everything feels little hazy im difficulties thinking clearly,20
ive lost appetite cant seem eat anything im worried health,4
skin around veins legs red inflamed itchy causing lot discomforts starting get regular cramps,17
experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance symptoms affecting daily life causing discomfort,13
skin rash several pusfilled pimples blackheads bothering lately additionally skin scurring lot,0
im lot problems breathing im feeling good im sweating lot lot mucous throat chest hurts breathing laboured phlegm im coughing odd tint,14
persistent sour taste mouth even havent eaten anything acidic get frequent hiccups feeling lump throat,21
im worried red spots skin spreading rapidly causing lot problems also developed mild fever headache every night,4
im experiencing extreme body pain headache vomiting ive developed red spots covers entire body causes severe itching,6
nasal sores crusted become difficult touch wounds used leak yellowrust coloured fluid taking lot longer deal using medication,10
lately ive experiencing constipation pain bowel movements anus really sore bleeding go really painful im really uncomfortable,7
ive experiencing severe body itchiness chills vomiting really high fever ive perspiring lot also feel queasy headache muscles excruciating discomfort,12
lately ive experiencing skin rash lot pusfilled pimples blackheads skin also scurring lot,0
ive feeling exhausted weak cant seem get rid vomiting nausea ive entirely lost appetite belly pains causing concern,16
regularly vomit get pelvic pain occasionally blood pee occasionally absolutely intolerable odour occasionally trouble falling asleep migraines,23
ive experiencing intense itchiness nausea exhaustion also high fever lost weight skin urine become yellow additionally stomach hurts,11
metallic taste mouth also sense change taste smell sometimes get unbearable joint pain muscle pain,20
recently ive suffering neck muscle weakness stiffness joints enlarged difficult walk without feeling stiff walking also excruciatingly uncomfortable,1
rare occasions pee blood mild nausea help also occasionally experience high nighttime temperatures dreadful urine odour,23
quite queasy dizzy temperature brain completely cloudy heart racing im trouble thinking straight everything seems little fuzzy,20
ive facing visual disruptions seeing things distorted eyesight difficulties,13
dry mouth throat also experiencing increased appetite hunger however feel tired times,19
lot trouble sleeping high fever headache moreover constant belly pain cant go work,16
experiencing extreme belly pain constipation every night severe fever along chills headaches last couple days really uncomfortable,16
incredibly difficult use restroom hurts lot stools bloody butt hurting anus also quite itching aggravated,7
especially eating throat frequently feels scorching occasionally get bitter sour aftertaste makes feel sick,21
felt fine day driving home work suddenly started headache chest discomfort dizziness since challenging concentrate focus driving,9
cramps calves making difficult walk feel fatigued working time believe obesity reason behind,17
getting blood pee sometimes get nauseous peeing often almost coincides high temperature,23
sometimes skin starts flake rashes im prone becoming sick result occasion hands begin quiver begin tremble,20
ive experiencing dizziness anxiousness well loss attention concentration ability concentrate,9
experiencing loss appetite difficulty swallowing food suffering sore throat runnny nose also,18
persistent cough feeling quite fatigued fever roof im trouble breathing cough also cough lot mucous,2
ive breathing issues persistent cough exhaustion ive coughing lot thick mucoid sputum high fever im feeling exhausted tired cope,2
fatigue really uncomfortable ive lot difficulties usual activities ive also feeling really depressed irritable mild pain abdominal part,16
blood pee low body temperature practically continual headaches often strong uncontrollable need urinate addition ive started lower back pain,23
eyes always red itchy nose feels stuffy congested feel kind sick tired time keep coughing gunk throat feels sore scratchy ive noticed bumps neck bigger usual,5
nausea feeling accompanied loss appetite feeling unease distinct pain back muscles pain,6
feel tired time lost taste really sore throat also get feverish often muscle aches sometimes whole body cramps,18
ive trouble falling asleep rashs pain itching skin fingers starting peel nails tiny cracks really worrying,15
red blotches body itching horribly patches also differ complexion natural skin lumps bumps developed skin,8
headaches migraines difficulties sleeping entire body shaking twitching sometimes become lightheaded,20
feel tired every day red spots arms back itches touch really worried sure,4
experiencing chills fever along severe abdominal pain ive feeling really miserable overall cant seem shake symptoms,16
nails small dents pits often feel inflammatory tender touch even minor rashes arms,15
stomach hurts frequently acquire temperature experience sudden intense cravings urinate discomfort virtually always frequently gets worse night pee nearly always smells bad,23
instantly experienced headache chest pain dizziness working since challenging keep balance,9
bruising legs explain see strange blood vessels skin also slightly obese really worried,17
joint pain experiencing severe feels like constant ache head aches time starting develope mild fever accompanied chills,6
dealing back pain persistent cough weakness limbs neck sore issues dizziness loss balance,3
im running temperature cant seem catch breath ive sweating tremendously feeling overall unwell weak ive also thick black phlegm heart beating frantically chest hurts,14
ive intense aches chest headache wont go away ive feeling dizzy unsteady,9
terrible mental clarity find difficult stay focused regularly forget things problems remembering things,20
hunch lie stomach hurt pain eating certain foods hot acidic food occasionally get loose stools result,22
sore throat lot sneezing times skin around eyes lips swell find start stop,18
rash body cant stop scratching skin itchy skin also spots hue altered lumps knotlike pimples,8
recently ive itching lot skin covered rashy patches furthermore regions skin doesnt appear usual tone ive experienced lumps exceptionally painful,8
experience skin irritations rashes especially skins creases wounds bruises skin also heal quite slowly,19
lots itchy spots skin sometimes turn red bumpy also weird patches different colors rest skin sometimes get weird bumps look like little balls,8
ive diarrhoea loose watery stools many times day ive lost appetite always sick im also developing mild fever also abdominal part pains lot dont know reason behind,16
fever last couple days starting experience severe pain stomach area suffering constipation,16
ive struggling back pain chronic cough limb weakness ive feeling disoriented weak feet neck hurts,3
ive dealing really nasty rash skin lately covered blackheads pimples packed pus skin also really scurrying,0
throat always tickles im worn additionally skin started feel dry ocular inflammation occasionally affects,18
get symptoms asthma wheezing breathing problems frequently headaches fever time feel exhausted,18
rash legs causing lot discomforts seems cramp see prominent veins calf also feeling tired fatigued past couple days,17
im mood eat swallowing difficult often lingering feeling fullness even little meals typical symptoms include heartburn nausea throat tingling,21
entire body itches rashes back chest sometimes skin might dry flaky often results body stains,20
ive sneezing incessantly cant get chill go away feel weak exhausted cough wont stop temperature really high,5
ive high temperature vomiting chills intense itching also headache perspiring lot im queasy muscles hurt lot,12
feeling quite weak im lot stomach discomfort constipation really bothering strong urge vomit times result cant eat anything,16
since ive constipated using restroom quite challenging go aches ive blood stool anus quite itchy irritating ive also experiencing discomfort butt,7
nasal congestion blocked nose sometimes night chest pain tightness also lost sense smell taste,18
always get hot puffy eyes feeling something obstructing sinuses chest feels quite heavy ive coughing lot gunk sense smell muscles hurt lot,5
strong itchiness chills nausea high temperature plaguing besides headache im also perspiring lot muscles quite sore feel sick,12
persistent cough breathing problems exhaustion making things difficult ive producing copious amounts thick mucoid sputum also high fever im currently feeling fairly ill everything tiring exhausting,2
doctor skin covered uncomfortable rash odd patches skin different colour pimples skin resemble little knots,8
nails small dents even joints started pain severely silver like dusting skin particularly back,15
get wheezing breathing difficulties asthma symptoms frequently headaches fever im continuously exhausted,18
silver like dusting skin moreover skin arms back starting peel strange really concerning,15
appetite chronic hunger ferocious stomach may occasionally ache spasm gas bloating eating really painful,22
ive experiencing severe muscular weakness neck really stiff difficult move since joints swollen really uncomfortable walk,1
due stomach discomfort problems sleeping staying asleep exhausted using bathroom lose appetite im quite nervous time,22
ive intermittent coughing fits significant back pain limb weakness ive experiencing neck pain well dizzy unsteady sensation,3
ive chills feeling really worn cough wont go away chest hurts cough heart racing mucus im bringing gross brownish color,14
trouble falling staying asleep stomach ache using restroom feel drained lose appetite constantly feel really anxious,22
neck extremely tight muscles felt quite weak recently difficult move around without becoming stiff due swollen joints walking also extremely uncomfortable,1
experiencing changes menstrual cycle unexpected vaginal discharge often get mood swings feel agitated time time,20
back pain chronic cough muscle weakness bothering concerns dizziness losing position neck hurts,3
mouth throat dry additionally ive growing increasingly hungry however get periodic bouts exhaustion,19
ive trouble sleeping itching pain produced rash nails little dents also experiencing skin peeling different parts body,15
seen rashes skin difficult scratch also ive high fever several days im sure whats causing,4
im running high temperature ive developed rash face neck arms rash consists painful red lesions health concern,10
occasionally throughout day night burning upper abdomen get indigestion heartburn frequent bouts extreme nausea,22
struggling intense back pain chronic cough weakness arms legs neck sore problems dizziness loss balance,3
back pain persistent cough arm leg weakness bothering ive experiencing neck pain balance issues dizziness,3
suffer migraines headaches ive trouble falling asleep whole body trembling shivering times dizziness,20
ive intense itching chills vomiting high fever im also sweating excessively headache nausea muscle pain also bothering,12
ive recently suffering constipation digestive discomfort anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,7
small red spots body cant explain worrying feel extremely tired experience mild fever every night,4
need relieve regularly cant seem get bladder empty sometimes get intense uncontrollable urges urinate along dark red urine,23
trouble breathing get short breath dry hacking cough itchy eyes swelling face body,18
slow healing wounds cuts tingling sensation hand numbness hands feet,19
feeling nauseous constant urge vomit accompanied mild fever headache,6
frequently vomit get discomfort pelvic area urine occasionally smells almost unbearably bad occasionally blood headaches times problems falling asleep,23
ive severe itching chills vomiting high fever im also sweating excessively headache nausea muscle pain also causing lot discomfort,12
always feel exhausted bad taste mouth throat itches lot also heated painful muscles entire body cramp times,18
mouth throat dry additionally ive growing increasingly hungry occasion feel rather worn,19
developed really nasty rash skin tons blackheads pimples filled pus skin also really scurrying,0
ive experiencing intense itchiness nausea exhaustion also high fever lost weight skin urine become yellow additionally stomach hurts,11
periodically tingling throat poor breath bad taste mouth make difficult swallow meals,21
ive gained lot weight currently quite fat many inclinations cravings,20
worried constant peeling skin palm elbow knee developed rashes arms itch touch making life quite discomforting miserable,15
feeling really fatigued weak cant seem get rid mild fever strange pain abdominal area cant understand happening,16
skin acting lately becoming exceedingly itchy prone rashes furthermore several patches differ normal skin tone terms colour lumps bumps skin werent,8
feeling extremely tired fatigued energy anything developed rashes neck itch upon touching,6
addition sleepiness ive trouble breathing due persistent cough ive coughing lot thick mucoid sputum high fever,2
ive experiencing severe itching chills vomiting high fever im also sweating lot headache nausea muscle pain causing lot discomfort,12
swollen red lymph nodes arms legs itch touch im also suffering terrible headache mild fever dont feel like eating anything lost appetite,4
experiencing lot bloating constipation really uncomfortable feels like theres lot pressure pain belly area,16
ive high temperature vomiting chills intense itching also headache perspiring lot discomfort also brought nausea muscle ache,12
breathing problems especially im outside im suddenly flushed perspiring experience yeast infections urinary tract infections rather regularly,19
frequently getting sudden strong urges pee blood pee sometimes foul smelling think infection,23
skin rash giving lot pain discomfort red swollen spreading throughout body,4
body severe itching followed red bumpy rash skin also darkened spots tiny nodular breakouts happening several days becoming worse,8
ive really hard time going bathroom lately really painful im able go every days theres also lot pain anus around area stool really bloody anus feels really irritated,7
skin really itchy lately occasionally erupts rash addition odd areas skin different coloration rest occasionally develop little bumps look like nodules,8
enduring frequent headaches blurred vision excessive appetite sore neck anxiety irritability digestive difficulties including indigestion acid reflux,13
taking walk suddenly started experiencing headache chest pain dizziness feeling fine day since challenging concentrate focus,9
occasionally trouble swallowing food tingling throat terrible breath bad taste mouth,21
ive high temperature vomiting chills intense itching also headache perspiring lot im queasy muscles hurt lot,12
muscles really weak neck extremely stiff joints swollen making difficult walk without feeling stiff walking also really uncomfortable,1
eyes red watery time ive also pressure sinuses wont go away im always feeling tired ive lot trouble breathing ive also lot gunk throat lymph nodes swollen,5
nails slightly dented even joints experiencing excruciating discomfort skin silverlike powder especially back elbows,15
ive finding challenging use restroom going quite difficult aches go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,7
itching making hard sleep night cant get rest also lost appetite feel lethargic,4
along eyesight problems increased appetite sore neck melancholy irritability regular headaches also experiencing acid reflux indigestion frequent migraines regular activities made challenging symptoms causing great deal distress,13
energy lost appetite im feeling really sick dont know whats wrong also small red spots starting show skin,4
noticed skin become sensitive used silver like dusting skin especially back elbows,15
ive experiencing muscular weakness stiffness neck recently joints swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable,1
starting rashes arms neck rash often bleeds hurts scratch also developed small dents nails strange,15
im really exhausted lacking energy hardly keep eyes open day mild fever dont feel like eating anything think lost appetite,4
recently muscles neck become tight weak difficult run since joints older without getting tight act walking also quite unpleasant,1
muscles feeling really weak neck extremely tight swollen joints find difficult move without becoming stiff also really uncomfortable walk,1
ive experiencing balance issues along feeling dizzy lightheaded additionally ive seen drop concentration focus,9
persistent cough respiratory issues exhaustion ive struggling high fever producing lot thick mucoid sputum coughing currently feel rather sick result draining tiresome everything,2
sour acidic taste mouth belching burping common pressure fullness upper abdomen hours,22
woke morning headache chest pain day gone ive also feeling dizzy unsteady feet,9
constipation soreness bowel motions bothering lately go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,7
extreme itchiness nausea exhaustion bothering addition developed fever lost weight pee black ive developed yellow rash ache stomach also present,11
vomiting frequently lost appetite result rashes skin eyes pain sleep properly,6
along distorted eyesight excessive appetite painful neck melancholy irritability regular headaches also experiencing acid reflux indigestion regular headaches,13
rashes occasionally cause skin start fall im likely get ill result hands occasionally start tremble start shake,20
fever roof im weak tired ive coughing lot mucous managing symptoms really hard everything making upset,2
feeling really sick high fever headache noticed rashes arms face extremely worried today observed red sores near nose,10
skin extremely sensitive quickly irritated changes temperature humidity nails developed dents worried sudden change,15
experiencing severe joint pain making day difficult feel like vomiting time mild headache,6
ive losing weight feeling really fatigued throwing lot skin become yellow severe fever dark urine ive stomach pain,11
ive recently suffering chills lethargy cough high temperature difficulties breathing ive sweating profusely generally feeling ill weak ive also quite thick black phlegm,14
high temperature vomiting chills severe itching addition ive perspiring lot headache ive also bothered nausea muscle ache,12
ive sneezing lot feeling really tired sick theres also lot gross stuff coming nose throat feels really scratchy neck feels swollen,5
believe skin disease rashes face small sores near nose sores become red painful kind yellow ooze discharges,10
skin rash gets worse winter air dry keep skin moisturized moisturize regularly use humidifiers also facing joint pain,15
skin red scratchy occasionally flake cheeks lips swell really annoying occasionally headaches runny eyes puffing,18
im mood eat swallowing difficult often lingering feeling fullness even little meals typical symptoms include heartburn nausea throat tingling,21
ive high temperature vomiting chills intense itching also headache perspiring lot ive really uncomfortable lately nausea muscle ache,12
nose feels quite clogged eyes constantly red runny addition chest hurts ive lot breathing problems addition muscles feel quite painful cant smell anything,5
